"","klasifikasi","score","text"
"673","Negatif",-1,"judulnya âsicepatâ tapi lemot sumpah jkt  jbg biasanya pakek joo dan tae cuma hr eh yang seharusnya lebih cepat malah sudah  hari nggak sampai juga ð aku teh kudu piye"
"674","Negatif",-1,"kurir sicepat pengiriman jalur setan kah kok udh sampe"
"675","Positif",1,"akhirnyo teraso beli di syopi pesen pagi sampenyo sore krn toko di palembang gercep packing kurirnyo sicepat  biasonyo sesamo palembang paling cepat besoknyo"
"676","Positif",0,"hdh bsk blm diantar bnr lu sicepat"
"677","Negatif",-1,"akibat balapan sama sicepat  smlekum paket"
"678","Negatif",-1,"ngapain nanya sama kurir sicepat sið   kasian dikit"
"679","Positif",0,"aduh nyesel bgt gue pake anteraja paket gue stuck ampe skrg dr tgl  anj nyusahin dh klo gt mending pake jntsicepat gue"
"680","Positif",0,"tumben sicepat lama ð"
"681","Negatif",-2,"guys mau nanya serius jne tuh cepet gaksih gue biasanya pake sicepat atau jnt soalnya"
"682","Positif",1,"asli sih ini sicepat lagi gercep banget pengirimannya belum  jam sesudah kirim dah sampe rumah aja udah yg ke  kalinya beruntun nih begini semoga aja seterusnya deh gercepnya wkwk"
"683","Positif",0,"sicepat yang lelet"
"684","Negatif",-1,"feeling gue jelek mulu emg tiap dapet ekspedisi selain sicepatð"
"685","Positif",0,"dari kasus receh pempek palembang ini akhirnya saya sadar kalo    tidak pro umkm dan tidak pro konsumen uninstalltokopedia"
"686","Positif",2,"di balik aksi sicepat borong saham digital mediatama dmmx"
"687","Negatif",-3,"ga sekali dua kali loh  tolong edukasi kurirnya lagi thx  anjir tai paket tokopedia bts pc aku dijebol bangsat "
"688","Positif",0,"kurir sicepat pd kenapa sih anjg"
"689","Positif",0,"emosi banget sama sicepat"
"690","Positif",1,"ini butuh  jam banget kah untuk pickup barang  ð"
"691","Negatif",-1,"jasa paket  kenapa lemot ya  pdhl kalo pke jasa   hari sampe slalu tepat tdk telat  eh kena jasa anteraja sdh  hari blm ada kabar  track pun tdk jalan"
"692","Positif",0,"sicepat sicepatt semangattt"
"693","Positif",1,"ini sicepat pake jin apa gimana dehh nganter nyaa pengiriman dari semarangbogor gak sampe  jam terus paket datang dengan aman daebakkk"
"694","Negatif",-1,"gimanasih ini  kirim paket cmn di  kota udah  hari ga sampeâ ini  kota loh tp kok lama bgt"
"695","Negatif",-2,"ekspedisi sicepat ada masalah apaan si paket gue sesama kota biasanya sehari sampe ini udah  hari gak belum smape juga malah muter jauh ke kota lain stress apa gimana tai"
"696","Negatif",-1,"sicepat bangke lo paket gue dijebol  ribu gue tai"
"697","Negatif",-1,"ini sicepat mana si ko ga pickup"
"698","Positif",1,"pesen barang kmarin dr jkt hari ini udh sampe sicepat memang mantap"
"699","Positif",0,"beh sicepat  beli barang dari jakarta td pagi jam  sudah nyampe barangnya ðââï"
"700","Negatif",-1,"surely buat siapapun jangan pernah pakai sicepat benar gak pernah sebegininya dengan jasa logistik sampai seperti ini  barang pengiriman medan  jakarta  hari gak sampai sudah telpon cs berkali info toko tutup jam  "
"701","Negatif",-1,"ini knp ya duh barang udh ditungguin juga "
"702","Positif",1,"arek jaman saiki sek smp kok isok uwayu ngene yaa raiku mbien pas smp kok koyok logo sicepat ilo cokð  balik sekola"
"703","Negatif",-1,"cdm ya "
"704","Negatif",-1,"jasa kirim si hemat di marketplace oren jg blm pernah tuh nunda paketan sampe berharihari udh paling murah lbh cepat lg kyk namanya "
"705","Negatif",-1,"baru kali ini salah kirim paket baru sadar pas udah dipick  sicepat otak kenapa sih hari inið"
"706","Positif",0,"paket saya ko terus dikembalikan ya min tolong dong gimana solusisnya kurir nya juga ga ada nelpon "
"707","Positif",0,"aelah gegara sicepat lelet bgt ini anj"
"708","Negatif",-1,"sicepat lemot bgt kesel bgt elah"
"709","Negatif",-3,"halo ada yang lagi butuh admin packing aku bisa nihâ â dom jakarta selatan â dekat ekspedisi pengiriman jnt shopee express sicepat â bahan bisa dari aku atau dari kalian â sudah pernah packing pc ã â fee bisa dibicarakan kalau minat bisa langsung dm  ya"
"710","Positif",1,"ini kurir daerah gw tiap mau pickup alasannya gini mulu padahal udah siap dan kurir gak ada yg kesini hubungi aja gak ini udh ke beberapa kali loh  "
"711","Positif",0,"pensiun karna masuk  rupanya"
"712","Positif",0,"sicepat kenapa lama bgt ngirimnyað"
"713","Positif",0,"sumpah sicepat serem bgt ky dikirim pake jinððð"
"714","Negatif",-1,"sumpah sicepat ni naik buroq ya apa pake kekuatan jin tomangð"
"715","Negatif",-1,"sicepat apa anjing gaada celat cepatnya"
"716","Positif",0,"minn cek dm dong tq "
"717","Positif",3,"wah sudah menjelang akhir tahun aja nih sahabat menjelang akhir tahun ini apasih hadiah yang pengen banget kamu dapatkan ð yuk coba share di kolom komentar siapa tau sicepat bisa kabulin keinginan kamu ð sicepatekspres bersatuuntukmudah akhirtahun"
"718","Positif",0,"masih takut tapi emang terbukti sicepat buroknya pengiriman lokal"
"719","Positif",0,"sicepat reguler sekarang udah ga cepat lagi"
"720","Negatif",-1,"sicepat cargo ini lama ya"
"721","Negatif",-1,"kena tipu sicepat beli barang estimasi sampai tanggal  sampainya tanggal  ckckck"
"722","Positif",0,"jual teh pocinya di tunda dulu ya gaes masih harus slesaikan puzzle nya  teh kopi susu  payattention kurir jne jnt anteraja sicepat dakotacargo indahcargo  jangandibanting dilemparaja fragile"
"723","Positif",1,"mas sicepat fav   ramah bangetð"
"724","Negatif",-1,"hallo  bisa koordinasikan pengantaran paket  dan  hari ini"
"725","Negatif",-2,"komplain dm sama  gak ada respon sama sekali "
"726","Negatif",-2,"kenapa anda sekarang lelet heeyy  wkwkwkw pesen  motor saya tuh ini udh lama ngebangke tolong lah aduuhh mekanik udah protes ini bnyk gawean terbengkalai gara nunggu dtg"
"727","Positif",0,"abang sicepat cepet pickup paket  donk ples"
"728","Positif",0,"baru mau misuh gara tadi pagi status pesanan masih di jakarta utara akhirnya chat langsung admin nanyain kok msh stuck disana eh ternyata dikonfirmasi lg paketnya udah di kota ku dan tinggal anter kerumah cuma di shopee emg statusnya lagi error  sicepat emg cepat ternyata"
"729","Positif",0,"sicepat tdi nelpon paket yg mana nie"
"730","Positif",0,"sicepat lama bgt takut dijebol"
"731","Negatif",-1,"sicepat tuh keren aku lg di sklh keluargaku pada kerja di infoinchat paket di simpen dimana semoga sicepat ga kaya yg sebelah deh banyak masalah"
"732","Negatif",-1,"yuk tukarkan poin gres kamu  dapatkan evoucher  yang bisa ditukarkan dengan  poin gres buat kamu yang belum punya poin gres yuk daftar melalui  dan tingkatkan terus pengirimanmu menggunakan sicepat ekspres berlaku hingga  januari "
"733","Negatif",-2,"halo  saya nunggu udah  hari tapi barangnya belum dipick  ini gimana butuh urgent padahal estimasi datang hari ini tapi belum dipick  mau datang kapan ayolah    "
"734","Negatif",-1,"kecewa banget gue udah minta pake sicepat eh dikirimnya pake  mana di resinya dibilang udah sampe pastikan nomornya selalu aktif ya kak halah tai gue kemaren nomornya aktif aja gak ditelfon malah tiba dibalikin lgsg ke cilegon bukannya ditelfon dulu mengecewakan"
"735","Negatif",-1,"gila sicepat lama banget ya paket gue dari medan dari tgl  pagi masih di medan medan jugaa katanya tempat sortir ckckckk klo kalo jnt hari ini dah nyampe lol ð  sayang penjualnya cuma nyediain ekspedisi sicepat jd ga bisa milih ckckck"
"736","Negatif",-1,"hadehh paket gie terombang ambing tumben sicepat lamban bgy "
"737","Positif",0,"kasih tak sampai  pakai sicepat aja sehari sampai cover coverlagu coversong padi kasihtaksampai"
"738","Positif",0,"paketku  sicepat criss cross trs search di twitter pake keyword itu ternyata emang sering criss cross dhhh elahh"
"739","Positif",0,"kemaren albumku op  kena bodong semua cd dan perintilannya ilang pake sicepat makanya degdegan waktu nunggu sisanya ampe nazar beginið aku beli sealed tp plastik bawahnya pas di aku udh kebuka lebarð   btw congrats albumnya mendarat dgn selamat emg skrg degan kalo nunggu paket ganteng mahð"
"740","Positif",0,"mending jnt apa sicepat dips"
"741","Negatif",-2,"halo bagi kakak yg butuh admin nyelem sellkor admin packing  rekap  perlengkapan packing dr aku  rumah deket jamp tjneshopee exp idexpsicepatpos tinggal jalan kaki  bisa kirim kapan aja  pengalamaan packing   bisa kirim luar negri zonauang zonabu"
"742","Positif",0,"haii kalian paketnya pernah gini ga dari hari minggu ga berubah status nya pick  terus aku chat sicepat nya suruh minta nota bukti pick  terus aku chat seller nya buat minta nota nya katanya suruh tunggu max minggu inið aku takut paket nya hilang doangððð"
"743","Positif",0,"tumben bngt sicepat lama kbnykn dipuji cpt cpt jd kek gini kli yaa"
"744","Positif",0,"tumben sicepat lelet"
"745","Positif",0,"cc "
"746","Positif",0,"demi dah sicepat bnr bnr cepatð"
"747","Positif",1," ini di anter ke alamat hari ini kan  soalnya kado"
"748","Negatif",-1,"kak tolong cek dm ya terimakasih "
"749","Negatif",-1,"sicepat  knapa dah  jam lebih ga muncul kurirnya "
"750","Negatif",-2,"min  minta bantu follow  ini estimasi tiba hari ini tapi masih di hub juga trs ini  day kok ya lama ya kalah banget sama sicepat atau jnt ððµâð "
"751","Negatif",-1,"sicepat ini pake buroq express ya cepet amat nyampe nya"
"752","Positif",0,"halo ini paketku kok di tempat sortir terus dari kemarin malem ya min "
"753","Positif",1,"sicepat benarbenar cepat"
"754","Negatif",-2,"hadeh maybe  lost  translation ya mba seller maksud sy aktifin sicepat yg bawah ituu sicepat halu bukan sicepat regðª"
"755","Positif",0,"kurir bestie ku di sicepat trnyata jga hype anime omg"
"756","Negatif",-1,"anteraja tuh siapanya sicepat"
"757","Positif",0,"pake sicepat biasanya cepet skrg lama bgt woyyy malesin"
"758","Negatif",-4,"jangan pernah menggunakan jasa ekspedisi  pelayanan buruk  antar ulang ga tanggung jawab"
"759","Positif",0,"bingung banget sama sicepat  erigo sangat visioner"
"760","Negatif",-1,"hari hari kacau sicepat pindah kurir jadul dahh tikijne"
"761","Negatif",-1,"lagi seneng belanja online dan cod  ga tau nya salah alamat ke tuban untung  ga secepat jariku semua masih terbantu untuk belok ke surabaya makasih si"
"762","Positif",0,"sicepat aneh bgt di shopee paket diterima padahal seharian gada paket"
"763","Positif",0,"sicepat ini apa ya co estimasi  hari tp sehari udah dateng mantap bettttt"
"764","Positif",0,"  verge   breakdown  tiba di miscall kurir sicepat mbak saya mau anter paket malam ini tunggu  menit lagi ya sampe  tt"
"765","Negatif",-1,"masmas kurir sicepat meresahkan"
"766","Positif",2,"tgl  co tgl  dikirim perkiraan nyampe tgl  tgl  jam  kurir si cepat nelfon âmba paket saya di depanâ sicepat ni ye benerâð"
"767","Positif",0,"kurir sicepat nganter paket sampe malem ð"
"768","Negatif",-2,"dear  soal jemput paket emang ga bisa diandelin berulang kali kejadian kek gini ada konfirmasi apaapa tibatiba aja status gagal pick  nyusahin seller kalau jadi buyer emang sicepat bisa diandelin"
"769","Positif",0,"sicepat itu cepet gk"
"770","Negatif",-1,"admin  tolong cek dm ya"
"771","Positif",0,"halo min  saya pesan barang di shopee baru dikirim kmrn hari ini td katanya udh sampe tp gaada paket apapun yg sampe ke rumah hari ini ps dilihat foto deliverednya ini bkn rumah saya gmn ya"
"772","Negatif",-1,"jnt lama kek siput mending sicepat jauhh mana kurir nya dah bestie ð"
"773","Negatif",-1,"pas di kampus jam   tibatiba dapet telepon dari kurir sicepat perasaan tadi keterangan masih dijakarta kok udah sampe rumah ajað"
"774","Positif",0,"sicepat kalo jam segini masih nganter gak yaâ rada kasian tapi notifnya muncul dari jam  tadi sedang menuju ke tempatmu"
"775","Negatif",-5,"ada yg butuhneed admin packing aku bersedia ya kak dom bekasi udh sering packing jualan sendiri pc  album kpop rumah dkt ekspedisi jne jnt sicepat shopee express fee bisa dibicarakan di dm bahan packing bisa dr aku ya zonauang zonajajan"
"776","Positif",1,"sicepat beneran cepet banget kayak namanya plsðº"
"777","Negatif",-4,"woyyy berkali kurir  bertingkah dari paket berkali asal lempar sekarang maen geletakin aja di rumah orang paket nyasar bilangnya penerima asli makin ngaco aja gak malu apa sama kompetitor kayak    yg makin bagus pelayanannya"
"778","Negatif",-3,"sicepat prett gagal pick  dateng aja engga saya di kamar ngerjain uas kamar saya di depan deket pintu rumah kek gamungkin ga kedengeranððð"
"779","Negatif",-3,"min  ini tolong segera di pick  ya nomor resi  dan  belum ada kurir ke rumah padahal tapi statusnya kayak gituð"
"780","Positif",0,"mau colek perhatian  tolong staff staff yang suka buka buka paket ditrgur ya ini baru sampai hari ini"
"781","Positif",0,"name"
"782","Negatif",-1,"anjir sicepat gila lo iâm choked"
"783","Negatif",-2,"sicepat lambat kalah sama jne ðª"
"784","Negatif",-2,"halo min saya ada paket dari tokopedia saya cek sore ini paket sudah sampai di tujuan tetapi saya belum menerima paketnya sama sekali "
"785","Negatif",-1,"kenapa sicepat gak nyantumin nomor hp kurir kayak di jeente sih gue tuh penasaran ini kurirnya nganter paket gue kemana sih masa udah dua hari paketnya udah dianter tp balik lagi ke gudang alasannya gak ada orang di rumah halo gimana ini "
"786","Negatif",-3,"halo aku lagi  admin packing nihâ â dom jakarta selatan â dekat ekspedisi pengiriman jnt shopee express sicepat â bahan bisa dari aku atau dari owner nya â sudah pernah packing pc ã â fee bisa di diskusikan kalau berminat bisa langsung dm  ya"
"787","Positif",0,"gw gedeg mampus sm sicepat"
"788","Negatif",-1,"wkwkwk shampoo doang loh ini mau bgt di liat bgt sis isinya apa sampe rusak begini âºï "
"789","Positif",2,"cepat hanya sekedar nama  terbukti lebih cepat "
"790","Negatif",-1,"sicepat melambat ð"
"791","Positif",1,"nyink sicepat bnrn cepat"
"792","Positif",0,"sicepat kadang kebangetan cepetnya"
"793","Negatif",-1,"gaiss ada yg pernah pke sicepat gaa ko ini barang guee malah ke bekasii yaað pdhl rumah gue di depok dan sellernya di bogor depok bogor kan deket yee seharusnya geperlu ke bekasi gasihh bingungg bru prtama kli pke sicepatðððððð"
"794","Negatif",-1,"knp paket ku yg pake sicepat ga secepet yg lain yað"
"795","Positif",2,"kolaborasi bersama pemprov jawa barat sicepat dukung gerakan nasional pemulihan daerah aliran sungai  ridwankamil"
"796","Positif",1,"terima kasih juga pada  kurang dari  jam barang ini nyampe juga"
"797","Positif",0,"dengan fitur ini pelaku umkm dapat menjadi agen pengiriman barang untuk sejumlah jasa penyedia logistik"
"798","Positif",1,"lewat fitur ini mitra bukalapak bisa jadi agen logistik sicepat ekspress hingga grab"
"799","Negatif",-5,"ada yg butuhneed admin packing aku bersedia ya kak dom bekasi udh sering packing jualan sendiri pc  album kpop rumah dkt ekspedisi jne jnt sicepat shopee express fee bisa dibicarakan di dm bahan packing bisa dr aku ya zonauang"
"800","Positif",0,"sicepat  level kayaknya naik roket biasanya kesini  hari ini cuma  hari ððââï"
"801","Negatif",-2,"udh dua kali belakangan ini  jasa sicepat ga jelas bgt tiba tiba kurir udh sampe drmh aja padahal storynya blum otw"
"802","Negatif",-1,"halo  pengiriman kargo tuh berapa hari yah di shoppe mandet barang ku di line bandung"
"803","Negatif",-3,"paket sampe dengan keadaan ga karuan keliatan banget abis dibongkar whyyyy  apa yang membuat ekspedisi merasa berhak membongkar paket customer kepercayaanku kepada servicemu terkoyak sudah thanks"
"804","Negatif",-4,"kemarin abis baca thread ttg pengiriman sicepat ngerasa ga percaya karena selama ini pengiriman baik aja termasuk yg suka dengan servicenya selama ini sampe hari ini ngalamin hal tak terduga yang bikin kaget banget dan kecewa banget sicepat"
"805","Positif",0,"tumben kak sicepat lelet"
"806","Positif",0,"sicepat ngirim barang itu pake magic atau gmana ð pesen  barang di hari yang sama beda toko pengemasannya juga harinya beda dikirim yang id dulu sicepat besoknya yang dateng duluan sicepat ð amazing"
"807","Negatif",-1,"ini mas sicepat udah hapal bgt sm rumah  nih tiap paket tokped pake sicepat dia mulu kurirnya wkwkwk"
"808","Negatif",-1,"usut tuntas kurir yg pake sendal gua "
"809","Positif",1,"sicepat nama beneran doa kayaknya tadi malem barang baru masuk di jakut kalo paket lain lusa biasanya paling cepet eh ini udah smpe aja"
"810","Negatif",-3,"story time tadi ke jt dan sicepat buat drop paket eh paket ada yg jatoh  hampir panik eh abis itu disamperin bapak gojek ngaish paket yg jatohhhh ðððð baik bgt bapak ya allah moga kebaikannya dibales allah swt"
"811","Positif",0,"lowongan kerja staff call center sicepat ekspress"
"812","Positif",0,"kan memang yg dikirim  condi gimana dong salahin  dong kok album nya sampai dgn keadaan damage ð bikin ribet sumpah   tapii gaiss"
